Vehicle Model,Battery Capacity (kWh),Charging Station Location,Energy Consumed (kWh),Charging Duration (hours),Charging Rate (kW),Charging Cost (USD),Time of Day,Day of Week,State of Charge (Start %),State of Charge (End %),Distance Driven (since last charge) (km),Temperature (°C),Vehicle Age (years),Charger Type,User Type
-1.4328195360610096,1.645479988101605,-0.0538270721595701,0.8273443714581203,-1.5820845192264745,0.7630712829423402,-0.8805494412276016,0.4573384166835758,-0.9969842560086893,-0.8210440442933058,0.6429836484558876,1.670063078385978,0.8555717164629318,-0.698518411133098,1.2457468069438382,-0.028434039162354194
-0.025586063143946455,1.235034935104349,-0.7573095993935544,-1.3878169160633775,0.8148654275321263,0.34470758228845433,-0.1323949167808156,-1.3447114639800661,-1.4919143868591858,-1.6212014401529173,0.557730657493253,-0.49558485009983844,-0.06425142983738169,-0.26542083743714423,-1.1921861584614493,-1.27953176230594
-0.729202799602478,0.02256685793329226,-0.7573095993935544,-1.0768988781517035,0.1727977713693171,0.11293398199948437,1.2203783128565988,-1.3447114639800661,-0.007123994307696435,-1.7567165617413811,-0.3059588521019021,-0.9766322415378448,0.3870609940946762,-0.698518411133098,0.026780324241194448,-0.028434039162354194
-0.025586063143946455,-1.1899012192377647,-0.0538270721595701,1.6857611989885393,-0.9456096904498328,0.5062338267750637,-0.8853392378796987,0.4573384166835758,0.9827362673932964,1.4124235383767598,1.4339101671235288,0.5481039365033934,1.5549270284633583,-1.1316159848290517,-1.1921861584614493,1.2226636839812315
-0.025586063143946455,-1.1899012192377647,1.3531379823083984,-1.0539917787221718,-0.23534235587352326,-1.1541366979171184,-1.1528236739312157,-1.3447114639800661,0.9827362673932964,0.2131284054909488,-0.6675489877124582,0.596837609294857,-1.5579669609867923,-1.1316159848290517,-1.1921861584614493,1.2226636839812315
0.6780306733145851,-1.1899012192377647,-0.7573095993935544,0.024532927590846982,-1.038752633369953,-0.8524335913386336,1.335110064091834,0.4573384166835758,0.9827362673932964,1.084052448777386,-0.1850346859941705,-0.11890407307504122,-1.3852939004184035,-1.5647135585250054,1.2457468069438382,1.2226636839812315
-0.729202799602478,0.507554088801715,-0.0538270721595701,-0.2648346423870714,1.197623901673459,0.015628266073987516,-0.031368138782864305,0.4573384166835758,0.48780613654280003,0.4829321658210535,-0.2545077522174839,-0.8628096286281255,0.8288194466063646,0.1676767362588095,0.026780324241194448,-0.028434039162354194
-0.729202799602478,0.02256685793329226,1.3531379823083984,0.4039979661950941,0.36395094851024645,0.05355127711183912,-1.186752732152206,-0.4436865236482452,-1.4919143868591858,0.2938577747723374,-0.6650288388195037,-0.4427189007883859,-1.3275047858746298,-1.5647135585250054,0.026780324241194448,1.2226636839812315
-0.729202799602478,-0.6079165421956573,1.3531379823083984,0.04336473114382394,-0.5140070535036073,-0.855334282450034,0.9224216631116778,0.4573384166835758,-0.5020541251581929,-0.6508956117647152,1.0436756355888657,0.6517026808362152,0.48922919532428594,0.1676767362588095,-1.1921861584614493,-0.028434039162354194
-0.025586063143946455,-1.1899012192377647,-1.4607921266275385,1.658779044479599,-0.2286391964868877,-1.040944294541651,-0.11528806540894576,-1.3447114639800661,-0.5020541251581929,-0.9029937749098012,-0.2980072722152492,-1.1889491673567094,0.8261675928089849,-0.3388822818533546,1.2457468069438382,-0.028434039162354194
